epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,272.922,0.45511,0.5391,0.85649,0.97838,0.96514,0.98562,0.86295,0.48414,0.41821,0.90348,0.000531038,0.000531038,0.000531038
44,278.932,0.47038,0.55013,0.86661,0.97721,0.96998,0.98645,0.87363,0.47846,0.41872,0.89224,0.000522039,0.000522039,0.000522039
45,284.891,0.48439,0.55528,0.86493,0.97561,0.97507,0.98604,0.87575,0.47887,0.40664,0.89169,0.00051304,0.00051304,0.00051304
46,290.954,0.41455,0.51339,0.83623,0.98124,0.97427,0.98574,0.8653,0.4992,0.4083,0.90722,0.00050404,0.00050404,0.00050404
47,297.029,0.42453,0.48649,0.84129,0.97922,0.97398,0.98592,0.86716,0.46989,0.39445,0.89506,0.000495041,0.000495041,0.000495041
48,303.185,0.43063,0.51699,0.85011,0.97645,0.97424,0.985,0.86273,0.4732,0.40926,0.8882,0.000486042,0.000486042,0.000486042
49,309.134,0.43572,0.51991,0.84035,0.97577,0.98014,0.98709,0.87869,0.44761,0.40956,0.8829,0.000477043,0.000477043,0.000477043
50,315.329,0.40328,0.48455,0.84184,0.98577,0.9782,0.9884,0.87072,0.45224,0.40833,0.88745,0.000468044,0.000468044,0.000468044
51,321.389,0.40636,0.49076,0.84127,0.98574,0.98005,0.98887,0.8824,0.45718,0.39535,0.88073,0.000459045,0.000459045,0.000459045
52,327.881,0.42149,0.49687,0.85323,0.98487,0.97843,0.98861,0.89743,0.42964,0.41289,0.87402,0.000450046,0.000450046,0.000450046
53,334.575,0.42232,0.49514,0.84054,0.97837,0.98182,0.98789,0.89259,0.44202,0.42844,0.87987,0.000441047,0.000441047,0.000441047
54,341.123,0.40118,0.48942,0.84551,0.97644,0.98204,0.98756,0.88171,0.45685,0.4167,0.88295,0.000432048,0.000432048,0.000432048
55,347.635,0.42044,0.48978,0.84004,0.97879,0.98074,0.98889,0.88013,0.44571,0.40077,0.87718,0.000423049,0.000423049,0.000423049
56,353.662,0.40039,0.47646,0.83508,0.98129,0.97746,0.98842,0.88385,0.44317,0.38956,0.87543,0.000414049,0.000414049,0.000414049
57,359.604,0.43241,0.49238,0.84006,0.97912,0.9794,0.98749,0.89504,0.4186,0.3804,0.87518,0.00040505,0.00040505,0.00040505
58,365.674,0.40322,0.46818,0.83703,0.98152,0.97842,0.98825,0.88554,0.45739,0.37471,0.88726,0.000396051,0.000396051,0.000396051
59,371.653,0.3891,0.47068,0.83931,0.9822,0.97824,0.98894,0.88203,0.46146,0.38353,0.89021,0.000387052,0.000387052,0.000387052
60,377.696,0.38296,0.47172,0.84173,0.9834,0.97957,0.98913,0.89503,0.42262,0.37647,0.87933,0.000378053,0.000378053,0.000378053
61,383.625,0.37322,0.45794,0.83233,0.98664,0.97747,0.9892,0.89973,0.39918,0.35935,0.87654,0.000369054,0.000369054,0.000369054
62,389.613,0.37758,0.46285,0.84118,0.98445,0.97986,0.98946,0.8969,0.41546,0.3538,0.87632,0.000360055,0.000360055,0.000360055
63,396.013,0.36522,0.44819,0.8286,0.98534,0.97923,0.98977,0.89632,0.40727,0.3424,0.87354,0.000351056,0.000351056,0.000351056
64,402.193,0.37157,0.44889,0.83389,0.98472,0.97974,0.98918,0.89414,0.40603,0.35454,0.87149,0.000342057,0.000342057,0.000342057
65,408.215,0.39234,0.45569,0.84096,0.98527,0.97714,0.98769,0.89062,0.40818,0.36911,0.87928,0.000333058,0.000333058,0.000333058
66,414.013,0.3789,0.45847,0.83434,0.98538,0.97639,0.98818,0.89552,0.39865,0.35264,0.87631,0.000324058,0.000324058,0.000324058
67,419.991,0.36271,0.44268,0.83185,0.984,0.97903,0.98999,0.9012,0.39896,0.34139,0.87527,0.000315059,0.000315059,0.000315059
68,426.588,0.36375,0.43543,0.83648,0.98226,0.97873,0.99004,0.90456,0.40454,0.34935,0.87117,0.00030606,0.00030606,0.00030606
69,432.837,0.35784,0.43305,0.83262,0.98083,0.97995,0.98896,0.89669,0.41624,0.34771,0.87824,0.000297061,0.000297061,0.000297061
70,439.02,0.34804,0.43571,0.82533,0.97906,0.97965,0.98832,0.89448,0.41715,0.35239,0.88426,0.000288062,0.000288062,0.000288062
71,445.32,0.36555,0.43416,0.8276,0.98008,0.97966,0.98837,0.8943,0.40745,0.34339,0.88724,0.000279063,0.000279063,0.000279063
72,451.581,0.35902,0.44115,0.83467,0.98399,0.9791,0.98911,0.889,0.44174,0.35032,0.89334,0.000270064,0.000270064,0.000270064
73,457.473,0.34769,0.423,0.83188,0.98708,0.97743,0.98945,0.90215,0.39166,0.33422,0.8796,0.000261065,0.000261065,0.000261065
74,463.258,0.34766,0.44165,0.83132,0.98539,0.97878,0.98886,0.90082,0.3906,0.33827,0.87759,0.000252066,0.000252066,0.000252066
75,469.536,0.34078,0.42328,0.82496,0.981,0.98156,0.98746,0.89769,0.40453,0.34202,0.88002,0.000243067,0.000243067,0.000243067
76,475.355,0.3335,0.42804,0.8186,0.9802,0.9832,0.98838,0.90437,0.38923,0.33127,0.87623,0.000234068,0.000234068,0.000234068
77,481.399,0.32936,0.40859,0.82858,0.9815,0.98239,0.98771,0.90495,0.39086,0.32935,0.87468,0.000225068,0.000225068,0.000225068
78,487.115,0.35774,0.41797,0.82963,0.98039,0.98389,0.98879,0.90555,0.38492,0.32394,0.87513,0.000216069,0.000216069,0.000216069
79,493.182,0.3239,0.40193,0.8183,0.98168,0.98381,0.98881,0.90562,0.38108,0.3234,0.87376,0.00020707,0.00020707,0.00020707
80,499.257,0.32642,0.39905,0.83032,0.98415,0.98158,0.98832,0.90632,0.39112,0.32657,0.87672,0.000198071,0.000198071,0.000198071
81,505.199,0.31763,0.40024,0.80876,0.98471,0.98087,0.98827,0.90354,0.39091,0.32536,0.87935,0.000189072,0.000189072,0.000189072
82,511.044,0.32408,0.3972,0.81343,0.98501,0.98122,0.98851,0.89826,0.40771,0.32236,0.88297,0.000180073,0.000180073,0.000180073
83,516.925,0.3389,0.4035,0.83192,0.98574,0.98003,0.98895,0.90322,0.39621,0.31732,0.87994,0.000171074,0.000171074,0.000171074
84,522.94,0.32654,0.39846,0.828,0.98409,0.98166,0.98923,0.9065,0.39737,0.31878,0.87508,0.000162075,0.000162075,0.000162075
85,528.811,0.34092,0.41482,0.82554,0.98527,0.97979,0.98923,0.90572,0.37778,0.31898,0.8707,0.000153076,0.000153076,0.000153076
86,534.878,0.35893,0.41709,0.82664,0.98578,0.97981,0.98942,0.90484,0.39055,0.32669,0.87087,0.000144077,0.000144077,0.000144077
87,541.166,0.33238,0.40484,0.81513,0.98659,0.9789,0.98996,0.90844,0.37286,0.31652,0.86856,0.000135077,0.000135077,0.000135077
88,547.599,0.33784,0.40936,0.83272,0.98712,0.97873,0.99003,0.90863,0.37083,0.31486,0.86938,0.000126078,0.000126078,0.000126078
89,553.731,0.32894,0.39448,0.81449,0.97902,0.98557,0.98997,0.90358,0.39256,0.32194,0.87393,0.000117079,0.000117079,0.000117079
90,559.587,0.31614,0.39707,0.82179,0.9836,0.98033,0.98934,0.90242,0.39861,0.3197,0.8725,0.00010808,0.00010808,0.00010808
91,596.478,0.30422,0.47273,0.80012,0.98183,0.98255,0.98959,0.90502,0.37776,0.3216,0.86878,9.9081e-05,9.9081e-05,9.9081e-05
92,602.515,0.2845,0.44186,0.7944,0.98145,0.9837,0.98923,0.90434,0.38066,0.33046,0.87015,9.00819e-05,9.00819e-05,9.00819e-05
93,608.458,0.31417,0.48805,0.80458,0.98105,0.98369,0.9891,0.90282,0.38556,0.34307,0.87166,8.10828e-05,8.10828e-05,8.10828e-05
94,614.469,0.2938,0.46626,0.79455,0.98208,0.98176,0.98902,0.90054,0.39557,0.34723,0.8728,7.20837e-05,7.20837e-05,7.20837e-05
95,620.607,0.27216,0.45302,0.7893,0.98435,0.97905,0.98887,0.89909,0.40431,0.33528,0.87415,6.30846e-05,6.30846e-05,6.30846e-05
96,626.593,0.26802,0.42295,0.78196,0.98456,0.97991,0.9893,0.9021,0.39403,0.3238,0.87407,5.40855e-05,5.40855e-05,5.40855e-05
97,632.544,0.25456,0.40799,0.78616,0.98422,0.98045,0.98957,0.90638,0.37895,0.32303,0.87152,4.50864e-05,4.50864e-05,4.50864e-05
98,638.436,0.23783,0.39433,0.78626,0.98217,0.98239,0.98973,0.90881,0.37333,0.32182,0.86979,3.60873e-05,3.60873e-05,3.60873e-05
99,644.886,0.25133,0.40505,0.79415,0.98335,0.98191,0.9897,0.90932,0.37105,0.32116,0.86921,2.70882e-05,2.70882e-05,2.70882e-05
100,650.802,0.26586,0.40878,0.78883,0.9851,0.98096,0.98959,0.90898,0.37131,0.32031,0.86959,1.80891e-05,1.80891e-05,1.80891e-05
